City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
62,Palmer,US,2022-01-05 20:30:17,42.1584,-72.3287,45.37,88,90,3.0
63,Kutum,SD,2022-01-05 20:30:18,14.2,24.6667,61.3,27,5,6.87
64,Tasiilaq,GL,2022-01-05 20:30:18,65.6145,-37.6368,28.56,88,100,17.22
65,Longyearbyen,SJ,2022-01-05 20:30:19,78.2186,15.6401,6.64,66,40,11.5
66,Lumeje,AO,2022-01-05 20:30:19,-11.55,20.7833,65.46,96,98,5.23
67,Castro,BR,2022-01-05 20:30:20,-24.7911,-50.0119,74.79,75,73,3.09
68,Bluff,NZ,2022-01-05 20:30:21,-46.6,168.3333,52.81,62,98,15.43
69,Anori,BR,2022-01-05 20:30:21,-3.7728,-61.6442,86.92,64,99,1.23
70,New Norfolk,AU,2022-01-05 20:30:21,-42.7826,147.0587,59.67,65,100,1.01
71,Nikolskoye,RU,2022-01-05 20:30:22,59.7035,30.7861,33.87,81,100,8.08
72,Saint-Pierre,RE,2022-01-05 20:30:22,-21.3393,55.4781,78.48,69,0,1.14
73,Kawalu,ID,2022-01-05 20:30:23,-7.3817,108.2082,70.97,94,82,1.83
74,Kippen,GB,2022-01-05 20:30:24,56.1268,-4.1709,35.01,81,23,1.7
75,East London,ZA,2022-01-05 20:30:24,-33.0153,27.9116,68.83,83,100,8.61
76,Enid,US,2022-01-05 20:30:25,36.3956,-97.8784,38.88,37,1,5.01
77,Qaanaaq,GL,2022-01-05 20:30:25,77.484,-69.3632,-2.09,56,0,8.01
78,Pevek,RU,2022-01-05 20:30:26,69.7008,170.3133,-1.88,98,51,3.62
79,Dicabisagan,PH,2022-01-05 20:30:26,17.0818,122.4157,72.21,83,91,2.89
80,Hermanus,ZA,2022-01-05 20:30:27,-34.4187,19.2345,66.79,73,53,13.15
81,Butaritari,KI,2022-01-05 20:30:27,3.0707,172.7902,81.63,75,100,13.96
82,Cidreira,BR,2022-01-05 20:30:28,-30.1811,-50.2056,72.14,86,100,19.55
83,Victoria,HK,2022-01-05 20:30:07,22.2855,114.1577,67.95,89,0,3.0
84,Hilo,US,2022-01-05 20:30:28,19.7297,-155.09,79.79,79,20,4.61
85,Jega,NG,2022-01-05 20:30:29,12.2175,4.3792,75.34,27,34,9.13
86,Gloversville,US,2022-01-05 20:27:06,43.0528,-74.3438,40.35,90,100,8.39
87,Grande Prairie,CA,2022-01-05 20:25:59,55.1667,-118.8027,-22.11,93,100,3.33
88,Hambantota,LK,2022-01-05 20:30:30,6.1241,81.1185,75.31,86,100,12.59
89,Praia Da Vitoria,PT,2022-01-05 20:30:30,38.7333,-27.0667,62.85,88,20,6.69
90,Bilma,NE,2022-01-05 20:30:31,18.6853,12.9164,64.15,29,12,6.98
91,Great Yarmouth,GB,2022-01-05 20:30:31,52.6083,1.7305,36.45,80,68,15.55
92,Bambous Virieux,MU,2022-01-05 20:30:32,-20.3428,57.7575,78.22,88,40,4.61
93,Gondar,ET,2022-01-05 20:31:32,12.6,37.4667,57.25,49,97,3.38
94,Atasu,KZ,2022-01-05 20:31:33,48.6814,71.6433,10.09,93,100,4.03
95,Beringovskiy,RU,2022-01-05 20:31:34,63.05,179.3167,-1.1,98,50,8.63
96,Roma,US,2022-01-05 20:31:34,43.2128,-75.4557,42.66,65,90,8.05
97,Saint-Philippe,RE,2022-01-05 20:31:34,-21.3585,55.7679,78.39,82,99,8.95
98,Provideniya,RU,2022-01-05 20:31:35,64.3833,-173.3,15.12,46,13,7.92
99,Grand Gaube,MU,2022-01-05 20:31:35,-20.0064,57.6608,78.39,77,79,3.0
100,Ponta Do Sol,PT,2022-01-05 20:31:36,32.6667,-17.1,63.23,66,5,6.87
101,Narsaq,GL,2022-01-05 20:31:36,60.9167,-46.05,25.02,84,100,5.35
102,Makakilo City,US,2022-01-05 20:31:37,21.3469,-158.0858,78.01,75,1,0.0
103,Zvishavane,ZW,2022-01-05 20:31:37,-20.3267,30.0665,73.22,74,100,3.94
104,Hithadhoo,MV,2022-01-05 20:31:38,-0.6,73.0833,81.59,76,98,11.48
105,Tanhacu,BR,2022-01-05 20:31:39,-14.0214,-41.2481,73.76,81,100,4.36
106,Mar Del Plata,AR,2022-01-05 20:30:36,-38.0023,-57.5575,68.02,73,0,8.99
107,Diego De Almagro,CL,2022-01-05 20:31:39,-26.3667,-70.05,78.12,26,0,13.58
108,Wajima,JP,2022-01-05 20:31:40,37.4,136.9,36.43,59,100,5.73
109,Jamsa,FI,2022-01-05 20:31:40,61.8642,25.19,26.35,97,100,2.35
110,Comodoro Rivadavia,AR,2022-01-05 20:31:08,-45.8667,-67.5,75.06,29,0,21.85
111,Severo-Yeniseyskiy,RU,2022-01-05 20:31:41,60.3725,93.0408,4.6,94,100,7.27
112,Port Hedland,AU,2022-01-05 20:31:42,-20.3167,118.5667,80.65,74,77,3.44
113,Oistins,BB,2022-01-05 20:31:42,13.0667,-59.5333,82.49,61,40,13.8
114,Semey,KZ,2022-01-05 20:31:42,50.4111,80.2275,10.62,92,75,4.47
115,Kiama,AU,2022-01-05 20:31:43,-34.6833,150.8667,73.58,93,74,10.0
116,San Vicente,AR,2022-01-05 20:31:44,-26.6167,-54.1333,73.15,77,67,6.58
117,Lom Sak,TH,2022-01-05 20:31:44,16.7798,101.2422,66.27,61,60,3.24
118,Palana,RU,2022-01-05 20:31:45,59.1167,159.9667,12.94,83,9,9.24
119,Clifton,US,2022-01-05 20:27:55,40.8584,-74.1638,47.66,89,75,1.01
120,Freeport,US,2022-01-05 20:27:52,40.6576,-73.5832,48.22,87,90,7.0
121,Santa Maria,BR,2022-01-05 20:29:09,-29.6842,-53.8069,78.1,65,75,10.36
122,Chokurdakh,RU,2022-01-05 20:31:45,70.6333,147.9167,-14.01,99,100,1.43
123,Ahipara,NZ,2022-01-05 20:31:46,-35.1667,173.1667,70.63,70,100,10.85
124,Udachnyy,RU,2022-01-05 20:31:46,66.4167,112.4,-11.56,75,100,11.72
125,Diapaga,BF,2022-01-05 20:31:47,12.0708,1.7889,76.12,22,28,6.67
126,Dakar,SN,2022-01-05 20:31:47,14.6937,-17.4441,79.68,64,0,4.61
127,Coquimbo,CL,2022-01-05 20:31:23,-29.9533,-71.3436,67.73,68,75,11.5
128,Muros,ES,2022-01-05 20:31:48,42.7762,-9.0603,53.83,94,45,8.77
129,Kirakira,SB,2022-01-05 20:31:48,-10.4544,161.9205,82.15,80,99,6.76
130,Kruisfontein,ZA,2022-01-05 20:31:49,-34.0033,24.7314,63.88,73,100,9.22
131,Santa Cruz De La Palma,ES,2022-01-05 20:31:49,28.6835,-17.7642,66.34,63,75,13.8
132,Faanui,PF,2022-01-05 20:31:50,-16.4833,-151.75,80.4,71,1,1.9
133,Lompoc,US,2022-01-05 20:31:50,34.6391,-120.4579,73.78,56,1,12.66
134,Mahebourg,MU,2022-01-05 20:32:51,-20.4081,57.7,78.26,88,40,4.61
135,Vostok,RU,2022-01-05 20:32:51,46.4856,135.8833,-15.43,91,100,3.11
136,Cabedelo,BR,2022-01-05 20:32:52,-6.9811,-34.8339,79.47,73,81,11.05
137,College,US,2022-01-05 20:32:52,64.8569,-147.8028,-31.05,69,1,0.0
138,Baton Rouge,US,2022-01-05 20:32:53,30.4508,-91.1545,71.46,59,90,0.0
139,Khatassy,RU,2022-01-05 20:32:17,61.9036,129.6383,-50.03,100,64,0.49
140,Tuktoyaktuk,CA,2022-01-05 20:32:54,69.4541,-133.0374,3.78,90,100,24.38
141,Saskylakh,RU,2022-01-05 20:32:54,71.9167,114.0833,-19.35,92,100,18.99
142,Ambon,ID,2022-01-05 20:32:55,-3.6954,128.1814,77.14,94,40,8.05
143,Torbay,CA,2022-01-05 20:32:55,47.6666,-52.7314,30.27,80,98,1.01
144,Bilibino,RU,2022-01-05 20:32:56,68.0546,166.4372,-5.37,92,50,3.47
145,Kudahuvadhoo,MV,2022-01-05 20:32:56,2.6708,72.8944,81.7,78,87,12.91
146,Santa Isabel Do Rio Negro,BR,2022-01-05 20:32:57,-0.4139,-65.0192,87.24,54,99,2.26
147,Komsomolskiy,UZ,2022-01-05 20:32:57,40.4272,71.7189,36.82,86,90,2.3
148,Ulaangom,MN,2022-01-05 20:32:57,49.9811,92.0667,-16.89,86,43,2.8
149,Airai,TL,2022-01-05 20:32:58,-8.9266,125.4092,60.78,92,100,1.12
150,Paamiut,GL,2022-01-05 20:32:58,61.994,-49.6678,15.78,84,82,8.7
151,Xai-Xai,MZ,2022-01-05 20:32:59,-25.0519,33.6442,77.7,71,9,9.44
152,Srednekolymsk,RU,2022-01-05 20:32:59,67.45,153.6833,-20.09,99,100,4.29
153,Dukat,RU,2022-01-05 20:32:12,62.55,155.55,1.38,100,99,0.51
154,Pochutla,MX,2022-01-05 20:33:00,15.7432,-96.4661,84.02,51,0,8.41
155,Sorong,ID,2022-01-05 20:33:00,-0.8833,131.25,79.93,77,86,7.16
156,Nathdwara,IN,2022-01-05 20:33:01,24.9333,73.8167,57.7,95,76,3.94
157,Baoding,CN,2022-01-05 20:33:02,38.8511,115.4903,27.45,55,70,0.78
158,Shar,KZ,2022-01-05 20:33:02,49.5886,81.0453,8.62,99,99,3.87
159,De-Kastri,RU,2022-01-05 20:33:03,51.4667,140.7833,-11.36,93,11,5.97
160,Mandalgovi,MN,2022-01-05 20:33:03,45.7625,106.2708,11.59,48,0,7.49
161,Rock Springs,US,2022-01-05 20:32:26,41.5875,-109.2029,38.05,78,90,10.0
162,Yellowknife,CA,2022-01-05 20:30:06,62.456,-114.3525,-27.58,88,49,6.53
163,Vestmanna,FO,2022-01-05 20:33:04,62.1564,-7.1664,31.12,69,90,6.91
164,Naze,JP,2022-01-05 20:33:05,28.3667,129.4833,65.01,85,100,18.01
165,Dikson,RU,2022-01-05 20:33:05,73.5069,80.5464,-8.95,95,100,13.96
166,Westport,US,2022-01-05 20:30:15,41.1415,-73.3579,46.8,96,90,5.01
167,Ciudad Guayana,VE,2022-01-05 20:33:06,8.3533,-62.6528,86.52,57,71,9.86
168,Arman,RU,2022-01-05 20:33:06,59.7,150.1667,14.5,90,48,10.71
169,Aklavik,CA,2022-01-05 20:33:06,68.2191,-135.0107,0.36,82,100,5.53
170,Vitim,RU,2022-01-05 20:33:07,59.4511,112.5578,12.56,96,100,4.7
171,Norman Wells,CA,2022-01-05 20:33:07,65.282,-126.8329,-25.35,94,42,3.94
172,Yar-Sale,RU,2022-01-05 20:33:08,66.8333,70.8333,-19.66,91,100,7.65
173,Georgetown,MY,2022-01-05 20:30:17,5.4112,100.3354,79.9,81,20,0.0
174,Souillac,MU,2022-01-05 20:33:09,-20.5167,57.5167,78.37,88,40,4.61
175,Esperance,AU,2022-01-05 20:33:09,-33.8667,121.9,57.04,82,0,11.9
176,Barrow,US,2022-01-05 20:29:13,71.2906,-156.7887,12.22,92,90,10.36
177,Galle,LK,2022-01-05 20:30:59,6.0367,80.217,75.7,86,86,3.4
178,Port-Gentil,GA,2022-01-05 20:33:10,-0.7193,8.7815,80.56,89,40,9.22
179,Middelkerke,BE,2022-01-05 20:33:10,51.1558,2.8418,44.1,78,75,17.27
180,Waipawa,NZ,2022-01-05 20:33:11,-41.4122,175.5153,61.45,86,99,9.75
181,Yumen,CN,2022-01-05 20:33:12,40.2833,97.2,16.05,54,92,11.88
182,Evensk,RU,2022-01-05 20:33:12,61.95,159.2333,15.1,77,96,11.72
183,Ouegoa,NC,2022-01-05 20:33:13,-20.35,164.4333,82.47,76,94,5.88
184,Taganak,PH,2022-01-05 20:34:14,6.0833,118.3,77.14,84,100,6.31
185,Mount Gambier,AU,2022-01-05 20:34:14,-37.8333,140.7667,62.51,94,90,5.75
186,Geraldton,AU,2022-01-05 20:30:56,-28.7667,114.6,72.01,83,2,14.97
187,Borogontsy,RU,2022-01-05 20:34:15,62.6683,131.1683,-50.93,100,59,1.16
188,Jalu,LY,2022-01-05 20:34:15,29.0331,21.5482,57.45,42,0,9.89
189,Saint Anthony,US,2022-01-05 20:34:16,45.0205,-93.218,11.66,76,90,7.0
190,Shingu,JP,2022-01-05 20:34:16,33.7333,135.9833,41.92,70,100,4.7
191,Dumas,US,2022-01-05 20:34:16,35.8656,-101.9732,48.04,36,1,14.97
192,Erzin,TR,2022-01-05 20:34:17,36.9559,36.2,52.32,83,95,1.14
193,Yulara,AU,2022-01-05 20:34:17,-25.2406,130.9889,71.44,35,0,6.91
194,Port Elizabeth,ZA,2022-01-05 20:34:17,-33.918,25.5701,66.49,72,75,6.91
195,Thompson,CA,2022-01-05 20:30:07,55.7435,-97.8558,-10.82,91,100,5.97
196,San Carlos De Bariloche,AR,2022-01-05 20:30:27,-41.1456,-71.3082,80.35,12,75,10.36
197,Mongoumba,CF,2022-01-05 20:34:18,3.6415,18.5936,76.46,41,96,2.62
198,Padang,ID,2022-01-05 20:34:19,-0.9492,100.3543,76.57,85,99,4.23
199,Kamaishi,JP,2022-01-05 20:34:19,39.2667,141.8833,27.12,79,71,5.7
200,Saldanha,ZA,2022-01-05 20:34:20,-33.0117,17.9442,62.65,83,52,15.97
201,Bonavista,CA,2022-01-05 20:34:20,48.6499,-53.1147,31.12,73,87,22.01
202,Bredasdorp,ZA,2022-01-05 20:34:20,-34.5322,20.0403,65.52,68,10,8.05
203,Taboga,IT,2022-01-05 20:34:21,46.2663,13.1092,41.88,88,100,11.1
204,Lagoa,PT,2022-01-05 20:34:22,39.05,-27.9833,61.97,90,59,15.61
205,Huarmey,PE,2022-01-05 20:34:22,-10.0681,-78.1522,74.14,75,18,10.67
206,Hobyo,SO,2022-01-05 20:34:23,5.3505,48.5268,77.85,77,15,12.73
207,Alofi,NU,2022-01-05 20:34:23,-19.0595,-169.9187,84.09,74,75,5.75
208,Mwense,ZM,2022-01-05 20:34:24,-10.3845,28.698,66.11,97,99,1.05
209,San Antonio,US,2022-01-05 20:32:46,29.4241,-98.4936,80.47,26,1,1.01
210,Namatanai,PG,2022-01-05 20:34:25,-3.6667,152.4333,80.26,80,100,3.94
211,Katete,UG,2022-01-05 20:34:25,-0.7818,29.7544,62.15,75,39,4.07
212,Sinegorye,RU,2022-01-05 20:34:26,62.0788,150.477,-7.37,100,95,1.9
213,Lebu,CL,2022-01-05 20:34:26,-37.6167,-73.65,61.0,70,0,15.88
214,Ozernovskiy,RU,2022-01-05 20:34:27,51.5,156.5167,30.92,74,100,17.34
215,Vanimo,PG,2022-01-05 20:34:27,-2.6741,141.3028,77.47,89,100,6.6
216,Quelimane,MZ,2022-01-05 20:34:28,-17.8786,36.8883,82.35,78,75,3.44
217,Sayyan,YE,2022-01-05 20:34:28,15.1718,44.3244,54.39,70,69,3.56
218,Kodiak,US,2022-01-05 20:34:28,57.79,-152.4072,33.31,80,90,19.57
219,Smithers,CA,2022-01-05 20:34:29,54.7804,-127.1743,-4.9,83,77,3.04
220,Mount Isa,AU,2022-01-05 20:34:29,-20.7333,139.5,78.57,19,0,5.75
221,Guerrero Negro,MX,2022-01-05 20:34:30,27.9769,-114.0611,67.12,37,5,11.79
222,Port Lincoln,AU,2022-01-05 20:34:30,-34.7333,135.8667,61.65,83,100,17.56
223,Huilong,CN,2022-01-05 20:34:30,31.8111,121.655,46.04,67,100,14.83
224,Talcahuano,CL,2022-01-05 20:34:31,-36.7167,-73.1167,71.28,53,0,11.5
225,Ust-Maya,RU,2022-01-05 20:33:16,60.4167,134.5333,-52.49,100,72,0.98
226,Tessalit,ML,2022-01-05 20:34:32,20.1986,1.0114,65.5,21,0,5.26
227,Viedma,AR,2022-01-05 20:34:32,-40.8135,-62.9967,84.07,17,26,13.94
228,Tura,IN,2022-01-05 20:35:32,25.5198,90.2201,56.61,72,16,3.13
229,Antofagasta,CL,2022-01-05 20:31:31,-23.65,-70.4,74.21,58,3,7.49
230,Kuala Lipis,MY,2022-01-05 20:35:33,4.1842,102.0468,70.48,99,58,0.92
231,Pisco,PE,2022-01-05 20:35:34,-13.7,-76.2167,77.05,65,0,17.27
232,Mayo,US,2022-01-05 20:35:34,38.8876,-76.5119,43.95,85,100,1.99
233,Santa Marta,CO,2022-01-05 20:35:35,11.2408,-74.199,86.9,57,15,11.99
234,Sumenep,ID,2022-01-05 20:35:35,-7.0167,113.8667,77.74,84,100,3.49
235,Taoudenni,ML,2022-01-05 20:35:36,22.6783,-3.9836,67.77,19,0,7.36
236,Adrar,MR,2022-01-05 20:35:36,20.5022,-10.0711,64.11,20,100,8.1
237,Portland,US,2022-01-05 20:32:12,45.5234,-122.6762,43.9,94,90,1.01
238,Zhigansk,RU,2022-01-05 20:35:37,66.7697,123.3711,-49.0,99,63,8.14
239,Edmundston,CA,2022-01-05 20:35:37,47.3737,-68.3251,30.29,79,1,0.0
240,Natitingou,BJ,2022-01-05 20:35:38,10.3042,1.3796,76.35,24,47,5.79
241,Haines Junction,CA,2022-01-05 20:35:39,60.7522,-137.5108,-30.68,99,93,0.25
242,Acarau,BR,2022-01-05 20:31:10,-2.8856,-40.12,80.96,74,98,13.78
243,Carsamba,TR,2022-01-05 20:35:39,41.1989,36.7219,40.75,87,0,3.44
244,Barabash,RU,2022-01-05 20:33:15,43.2,131.4833,-4.32,70,100,2.82
245,Codrington,AU,2022-01-05 20:35:40,-38.2667,141.9667,63.9,93,95,12.17
246,Damghan,IR,2022-01-05 20:35:40,36.1683,54.348,34.77,70,76,6.53
247,Carnarvon,AU,2022-01-05 20:35:41,-24.8667,113.6333,82.47,57,40,14.97
248,Benguela,AO,2022-01-05 20:35:41,-12.5763,13.4055,76.28,84,84,5.73
249,Cockburn Town,TC,2022-01-05 20:35:42,21.4612,-71.1419,79.03,71,2,14.12
250,Saint-Leu,RE,2022-01-05 20:35:42,-21.15,55.2833,77.86,79,100,0.63
251,Puerto Del Rosario,ES,2022-01-05 20:35:42,28.5004,-13.8627,65.95,59,75,23.02
252,Tuensang,IN,2022-01-05 20:35:43,26.2833,94.8333,50.49,87,96,3.04
253,Nome,US,2022-01-05 20:35:43,64.5011,-165.4064,11.1,61,1,0.0
254,Arraial Do Cabo,BR,2022-01-05 20:35:43,-22.9661,-42.0278,82.36,69,40,9.22
255,Atherton,GB,2022-01-05 20:35:44,53.5237,-2.4935,36.12,81,0,2.44
256,Aktash,RU,2022-01-05 20:35:44,50.3,87.7333,1.38,91,86,4.12
257,Kamyshin,RU,2022-01-05 20:35:44,50.0983,45.416,28.81,96,100,15.68
258,Morondava,MG,2022-01-05 20:35:45,-20.2833,44.2833,77.05,89,97,8.97
259,Halifax,CA,2022-01-05 20:32:21,44.6453,-63.5724,43.41,87,100,8.01
260,Qaqortoq,GL,2022-01-05 20:35:45,60.7167,-46.0333,25.3,74,100,17.94
261,Port Moresby,PG,2022-01-05 20:35:46,-9.4431,147.1797,72.82,94,90,11.5
262,Stephenville,US,2022-01-05 20:33:03,32.2207,-98.2023,61.68,35,1,12.66
263,Ancud,CL,2022-01-05 20:35:46,-41.8697,-73.8203,74.23,69,38,5.32
264,Ambilobe,MG,2022-01-05 20:35:47,-13.2,49.05,73.27,91,100,2.3
265,Bambanglipuro,ID,2022-01-05 20:35:47,-7.95,110.2833,74.12,79,96,2.64
266,Natal,BR,2022-01-05 20:35:47,-5.795,-35.2094,83.05,78,75,11.5
267,Lethem,GY,2022-01-05 20:35:48,3.3803,-59.7968,91.8,31,98,12.01
268,Misratah,LY,2022-01-05 20:35:49,32.3754,15.0925,62.85,39,5,8.16
269,Lorengau,PG,2022-01-05 20:35:49,-2.0226,147.2712,81.12,80,68,14.05
270,Santa Lucia,ES,2022-01-05 20:35:50,27.9117,-15.5407,58.32,55,75,19.57
271,Teya,RU,2022-01-05 20:35:50,60.3778,92.6267,5.81,95,100,5.57
272,Auki,SB,2022-01-05 20:35:50,-8.7676,160.7034,80.67,85,100,7.43
273,Ixtapa,MX,2022-01-05 20:35:51,20.7,-105.2,78.03,65,40,9.22
274,Salalah,OM,2022-01-05 20:35:52,17.0151,54.0924,75.29,27,0,16.11
275,Chake Chake,TZ,2022-01-05 20:35:52,-5.2459,39.7666,79.75,82,65,8.37
276,Ngunguru,NZ,2022-01-05 20:36:53,-35.6167,174.5,71.17,69,100,11.16
277,Port Hardy,CA,2022-01-05 20:36:20,50.6996,-127.4199,34.75,77,100,14.5
278,Concepcion Del Oro,MX,2022-01-05 20:36:54,24.6333,-101.4167,69.31,15,0,6.13
279,Brattvag,NO,2022-01-05 20:36:54,62.6002,6.4434,34.7,93,40,11.5
280,Inhambane,MZ,2022-01-05 20:36:55,-23.865,35.3833,77.76,76,87,7.94
281,Labuhan,ID,2022-01-05 20:36:55,-6.8844,112.2051,76.8,82,90,7.36
282,Bengkulu,ID,2022-01-05 20:36:56,-3.8004,102.2655,74.66,91,93,3.89
283,Fortuna,US,2022-01-05 20:36:57,40.5982,-124.1573,59.94,86,90,4.0
284,Bodo,NO,2022-01-05 20:36:57,67.28,14.405,30.78,50,40,19.57
285,Barahona,DO,2022-01-05 20:36:57,18.2085,-71.1008,85.82,58,20,11.5
286,Scicli,IT,2022-01-05 20:36:58,36.7902,14.7014,54.1,87,0,9.15
287,Nyrob,RU,2022-01-05 20:36:58,60.733,56.7202,-26.05,100,100,3.47
288,Mehamn,NO,2022-01-05 20:36:59,71.0357,27.8492,15.98,85,75,6.91
289,Anadyr,RU,2022-01-05 20:36:59,64.75,177.4833,1.9,84,20,4.0
290,Agadez,NE,2022-01-05 20:37:00,19.75,10.25,61.11,31,0,7.02
291,Christchurch,NZ,2022-01-05 20:34:13,-43.5333,172.6333,61.92,74,75,3.0
292,Pipraich,IN,2022-01-05 20:37:00,26.8264,83.53,61.32,58,96,5.93
293,Elbistan,TR,2022-01-05 20:37:01,38.2059,37.1983,29.23,84,25,1.45
294,Mathbaria,BD,2022-01-05 20:37:01,22.2876,89.9593,59.27,58,0,5.44
295,Tungor,RU,2022-01-05 20:37:02,53.3808,142.9564,-12.96,84,31,9.31
296,Tiksi,RU,2022-01-05 20:37:02,71.6872,128.8694,-34.35,96,38,4.99
